MunicipioID;Nome;IBGE7;UFID;UF
1;Alta Floresta D'Oeste;1100015;1;RO
2;Alto Alegre dos Parecis;1100379;1;RO
3;Alto Paraíso;1100403;1;RO
4;Alvorada D'Oeste;1100346;1;RO
5;Ariquemes;1100023;1;RO
6;Buritis;1100452;1;RO
7;Cabixi;1100031;1;RO
8;Cacaulândia;1100601;1;RO
9;Cacoal;1100049;1;RO
10;Campo Novo de Rondônia;1100700;1;RO
11;Candeias do Jamari;1100809;1;RO
12;Castanheiras;1100908;1;RO
13;Cerejeiras;1100056;1;RO
14;Chupinguaia;1100924;1;RO
15;Colorado do Oeste;1100064;1;RO
16;Corumbiara;1100072;1;RO
17;Costa Marques;1100080;1;RO
18;Cujubim;1100940;1;RO
19;Espigão D'Oeste;1100098;1;RO
20;Governador Jorge Teixeira;1101005;1;RO
21;Guajará-Mirim;1100106;1;RO
22;Itapuã do Oeste;1101104;1;RO
23;Jaru;1100114;1;RO
24;Ji-Paraná;1100122;1;RO
25;Machadinho D'Oeste;1100130;1;RO
26;Ministro Andreazza;1101203;1;RO
27;Mirante da Serra;1101302;1;RO
28;Monte Negro;1101401;1;RO
29;Nova Brasilândia D'Oeste;1100148;1;RO
30;Nova Mamoré;1100338;1;RO
31;Nova União;1101435;1;RO
32;Novo Horizonte do Oeste;1100502;1;RO
33;Ouro Preto do Oeste;1100155;1;RO
34;Parecis;1101450;1;RO
35;Pimenta Bueno;1100189;1;RO
36;Pimenteiras do Oeste;1101468;1;RO
37;Porto Velho;1100205;1;RO
38;Presidente Médici;1100254;1;RO
39;Primavera de Rondônia;1101476;1;RO
40;Rio Crespo;1100262;1;RO
41;Rolim de Moura;1100288;1;RO
42;Santa Luzia D'Oeste;1100296;1;RO
43;São Felipe D'Oeste;1101484;1;RO
44;São Francisco do Guaporé;1101492;1;RO
45;São Miguel do Guaporé;1100320;1;RO
46;Seringueiras;1101500;1;RO
47;Teixeirópolis;1101559;1;RO
48;Theobroma;1101609;1;RO
49;Urupá;1101708;1;RO
50;Vale do Anari;1101757;1;RO
51;Vale do Paraíso;1101807;1;RO
52;Vilhena;1100304;1;RO
53;Acrelândia;1200013;2;AC
54;Assis Brasil;1200054;2;AC
55;Brasiléia;1200104;2;AC
56;Bujari;1200138;2;AC
57;Capixaba;1200179;2;AC
58;Cruzeiro do Sul;1200203;2;AC
59;Epitaciolândia;1200252;2;AC
60;Feijó;1200302;2;AC
61;Jordão;1200328;2;AC
62;Mâncio Lima;1200336;2;AC
63;Manoel Urbano;1200344;2;AC
64;Marechal Thaumaturgo;1200351;2;AC
65;Plácido de Castro;1200385;2;AC
66;Porto Acre;1200807;2;AC
67;Porto Walter;1200393;2;AC
68;Rio Branco;1200401;2;AC
69;Rodrigues Alves;1200427;2;AC
70;Santa Rosa do Purus;1200435;2;AC
71;Sena Madureira;1200500;2;AC
72;Senador Guiomard;1200450;2;AC
73;Tarauacá;1200609;2;AC
74;Xapuri;1200708;2;AC
75;Alvarães;1300029;3;AM
76;Amaturá;1300060;3;AM
77;Anamã;1300086;3;AM
78;Anori;1300102;3;AM
79;Apuí;1300144;3;AM
80;Atalaia do Norte;1300201;3;AM
81;Autazes;1300300;3;AM
82;Barcelos;1300409;3;AM
83;Barreirinha;1300508;3;AM
84;Benjamin Constant;1300607;3;AM
85;Beruri;1300631;3;AM
86;Boa Vista do Ramos;1300680;3;AM
87;Boca do Acre;1300706;3;AM
88;Borba;1300805;3;AM
89;Caapiranga;1300839;3;AM
90;Canutama;1300904;3;AM
91;Carauari;1301001;3;AM
92;Careiro;1301100;3;AM
93;Careiro da Várzea;1301159;3;AM
94;Coari;1301209;3;AM
95;Codajás;1301308;3;AM
96;Eirunepé;1301407;3;AM
97;Envira;1301506;3;AM
98;Fonte Boa;1301605;3;AM
99;Guajará;1301654;3;AM
100;Humaitá;1301704;3;AM
101;Ipixuna;1301803;3;AM
102;Iranduba;1301852;3;AM
103;Itacoatiara;1301902;3;AM
104;Itamarati;1301951;3;AM
105;Itapiranga;1302009;3;AM
106;Japurá;1302108;3;AM
107;Juruá;1302207;3;AM
108;Jutaí;1302306;3;AM
109;Lábrea;1302405;3;AM
110;Manacapuru;1302504;3;AM
111;Manaquiri;1302553;3;AM
112;Manaus;1302603;3;AM
113;Manicoré;1302702;3;AM
114;Maraã;1302801;3;AM
115;Maués;1302900;3;AM
116;Nhamundá;1303007;3;AM
117;Nova Olinda do Norte;1303106;3;AM
118;Novo Airão;1303205;3;AM
119;Novo Aripuanã;1303304;3;AM
120;Parintins;1303403;3;AM
121;Pauini;1303502;3;AM
122;Presidente Figueiredo;1303536;3;AM
123;Rio Preto da Eva;1303569;3;AM
124;Santa Isabel do Rio Negro;1303601;3;AM
125;Santo Antônio do Içá;1303700;3;AM
126;São Gabriel da Cachoeira;1303809;3;AM
127;São Paulo de Olivença;1303908;3;AM
128;São Sebastião do Uatumã;1303957;3;AM
129;Silves;1304005;3;AM
130;Tabatinga;1304062;3;AM
131;Tapauá;1304104;3;AM
132;Tefé;1304203;3;AM
133;Tonantins;1304237;3;AM
134;Uarini;1304260;3;AM
135;Urucará;1304302;3;AM
136;Urucurituba;1304401;3;AM
137;Alto Alegre;1400050;4;RR
138;Amajari;1400027;4;RR
139;Boa Vista;1400100;4;RR
140;Bonfim;1400159;4;RR
141;Cantá;1400175;4;RR
142;Caracaraí;1400209;4;RR
143;Caroebe;1400233;4;RR
144;Iracema;1400282;4;RR
145;Mucajaí;1400308;4;RR
146;Normandia;1400407;4;RR
147;Pacaraima;1400456;4;RR
148;Rorainópolis;1400472;4;RR
149;São João da Baliza;1400506;4;RR
150;São Luiz;1400605;4;RR
151;Uiramutã;1400704;4;RR
152;Abaetetuba;1500107;5;PA
153;Abel Figueiredo;1500131;5;PA
154;Acará;1500206;5;PA
155;Afuá;1500305;5;PA
156;Água Azul do Norte;1500347;5;PA
157;Alenquer;1500404;5;PA
158;Almeirim;1500503;5;PA
159;Altamira;1500602;5;PA
160;Anajás;1500701;5;PA
161;Ananindeua;1500800;5;PA
162;Anapu;1500859;5;PA
163;Augusto Corrêa;1500909;5;PA
164;Aurora do Pará;1500958;5;PA
165;Aveiro;1501006;5;PA
166;Bagre;1501105;5;PA
167;Baião;1501204;5;PA
168;Bannach;1501253;5;PA
169;Barcarena;1501303;5;PA
170;Belém;1501402;5;PA
171;Belterra;1501451;5;PA
172;Benevides;1501501;5;PA
173;Bom Jesus do Tocantins;1501576;5;PA
174;Bonito;1501600;5;PA
175;Bragança;1501709;5;PA
176;Brasil Novo;1501725;5;PA
177;Brejo Grande do Araguaia;1501758;5;PA
178;Breu Branco;1501782;5;PA
179;Breves;1501808;5;PA
180;Bujaru;1501907;5;PA
181;Cachoeira do Arari;1502004;5;PA
182;Cachoeira do Piriá;1501956;5;PA
183;Cametá;1502103;5;PA
184;Canaã dos Carajás;1502152;5;PA
185;Capanema;1502202;5;PA
186;Capitão Poço;1502301;5;PA
187;Castanhal;1502400;5;PA
188;Chaves;1502509;5;PA
189;Colares;1502608;5;PA
190;Conceição do Araguaia;1502707;5;PA
191;Concórdia do Pará;1502756;5;PA
192;Cumaru do Norte;1502764;5;PA
193;Curionópolis;1502772;5;PA
194;Curralinho;1502806;5;PA
195;Curuá;1502855;5;PA
196;Curuçá;1502905;5;PA
197;Dom Eliseu;1502939;5;PA
198;Eldorado do Carajás;1502954;5;PA
199;Faro;1503002;5;PA
200;Floresta do Araguaia;1503044;5;PA
201;Garrafão do Norte;1503077;5;PA
202;Goianésia do Pará;1503093;5;PA
203;Gurupá;1503101;5;PA
204;Igarapé-Açu;1503200;5;PA
205;Igarapé-Miri;1503309;5;PA
206;Inhangapi;1503408;5;PA
207;Ipixuna do Pará;1503457;5;PA
208;Irituia;1503507;5;PA
209;Itaituba;1503606;5;PA
210;Itupiranga;1503705;5;PA
211;Jacareacanga;1503754;5;PA
212;Jacundá;1503804;5;PA
213;Juruti;1503903;5;PA
214;Limoeiro do Ajuru;1504000;5;PA
215;Mãe do Rio;1504059;5;PA
216;Magalhães Barata;1504109;5;PA
217;Marabá;1504208;5;PA
218;Maracanã;1504307;5;PA
219;Marapanim;1504406;5;PA
220;Marituba;1504422;5;PA
221;Medicilândia;1504455;5;PA
222;Melgaço;1504505;5;PA
223;Mocajuba;1504604;5;PA
224;Moju;1504703;5;PA
225;Mojuí dos Campos;1504752;5;PA
226;Monte Alegre;1504802;5;PA
227;Muaná;1504901;5;PA
228;Nova Esperança do Piriá;1504950;5;PA
229;Nova Ipixuna;1504976;5;PA
230;Nova Timboteua;1505007;5;PA
231;Novo Progresso;1505031;5;PA
232;Novo Repartimento;1505064;5;PA
233;Óbidos;1505106;5;PA
234;Oeiras do Pará;1505205;5;PA
235;Oriximiná;1505304;5;PA
236;Ourém;1505403;5;PA
237;Ourilândia do Norte;1505437;5;PA
238;Pacajá;1505486;5;PA
239;Palestina do Pará;1505494;5;PA
240;Paragominas;1505502;5;PA
241;Parauapebas;1505536;5;PA
242;Pau D'Arco;1505551;5;PA
243;Peixe-Boi;1505601;5;PA
244;Piçarra;1505635;5;PA
245;Placas;1505650;5;PA
246;Ponta de Pedras;1505700;5;PA
247;Portel;1505809;5;PA
248;Porto de Moz;1505908;5;PA
249;Prainha;1506005;5;PA
250;Primavera;1506104;5;PA
251;Quatipuru;1506112;5;PA
252;Redenção;1506138;5;PA
253;Rio Maria;1506161;5;PA
254;Rondon do Pará;1506187;5;PA
255;Rurópolis;1506195;5;PA
256;Salinópolis;1506203;5;PA
257;Salvaterra;1506302;5;PA
258;Santa Bárbara do Pará;1506351;5;PA
259;Santa Cruz do Arari;1506401;5;PA
260;Santa Izabel do Pará;1506500;5;PA
261;Santa Luzia do Pará;1506559;5;PA
262;Santa Maria das Barreiras;1506583;5;PA
263;Santa Maria do Pará;1506609;5;PA
264;Santana do Araguaia;1506708;5;PA
265;Santarém;1506807;5;PA
266;Santarém Novo;1506906;5;PA
267;Santo Antônio do Tauá;1507003;5;PA
268;São Caetano de Odivelas;1507102;5;PA
269;São Domingos do Araguaia;1507151;5;PA
270;São Domingos do Capim;1507201;5;PA
271;São Félix do Xingu;1507300;5;PA
272;São Francisco do Pará;1507409;5;PA
273;São Geraldo do Araguaia;1507458;5;PA
274;São João da Ponta;1507466;5;PA
275;São João de Pirabas;1507474;5;PA
276;São João do Araguaia;1507508;5;PA
277;São Miguel do Guamá;1507607;5;PA
278;São Sebastião da Boa Vista;1507706;5;PA
279;Sapucaia;1507755;5;PA
280;Senador José Porfírio;1507805;5;PA
281;Soure;1507904;5;PA
282;Tailândia;1507953;5;PA
283;Terra Alta;1507961;5;PA
284;Terra Santa;1507979;5;PA
285;Tomé-Açu;1508001;5;PA
286;Tracuateua;1508035;5;PA
287;Trairão;1508050;5;PA
288;Tucumã;1508084;5;PA
289;Tucuruí;1508100;5;PA
290;Ulianópolis;1508126;5;PA
291;Uruará;1508159;5;PA
292;Vigia;1508209;5;PA
293;Viseu;1508308;5;PA
294;Vitória do Xingu;1508357;5;PA
295;Xinguara;1508407;5;PA
296;Amapá;1600105;6;AP
297;Calçoene;1600204;6;AP
298;Cutias;1600212;6;AP
299;Ferreira Gomes;1600238;6;AP
300;Itaubal;1600253;6;AP
301;Laranjal do Jari;1600279;6;AP
302;Macapá;1600303;6;AP
303;Mazagão;1600402;6;AP
304;Oiapoque;1600501;6;AP
305;Pedra Branca do Amapari;1600154;6;AP
306;Porto Grande;1600535;6;AP
307;Pracuúba;1600550;6;AP
308;Santana;1600600;6;AP
309;Serra do Navio;1600055;6;AP
310;Tartarugalzinho;1600709;6;AP
311;Vitória do Jari;1600808;6;AP
312;Abreulândia;1700251;7;TO
313;Aguiarnópolis;1700301;7;TO
314;Aliança do Tocantins;1700350;7;TO
315;Almas;1700400;7;TO
316;Alvorada;1700707;7;TO
317;Ananás;1701002;7;TO
318;Angico;1701051;7;TO
319;Aparecida do Rio Negro;1701101;7;TO
320;Aragominas;1701309;7;TO
321;Araguacema;1701903;7;TO
322;Araguaçu;1702000;7;TO
323;Araguaína;1702109;7;TO
324;Araguanã;1702158;7;TO
325;Araguatins;1702208;7;TO
326;Arapoema;1702307;7;TO
327;Arraias;1702406;7;TO
328;Augustinópolis;1702554;7;TO
329;Aurora do Tocantins;1702703;7;TO
330;Axixá do Tocantins;1702901;7;TO
331;Babaçulândia;1703008;7;TO
332;Bandeirantes do Tocantins;1703057;7;TO
333;Barra do Ouro;1703073;7;TO
334;Barrolândia;1703107;7;TO
335;Bernardo Sayão;1703206;7;TO
336;Bom Jesus do Tocantins;1703305;7;TO
337;Brasilândia do Tocantins;1703602;7;TO
338;Brejinho de Nazaré;1703701;7;TO
339;Buriti do Tocantins;1703800;7;TO
340;Cachoeirinha;1703826;7;TO
341;Campos Lindos;1703842;7;TO
342;Cariri do Tocantins;1703867;7;TO
343;Carmolândia;1703883;7;TO
344;Carrasco Bonito;1703891;7;TO
345;Caseara;1703909;7;TO
346;Centenário;1704105;7;TO
347;Chapada da Natividade;1705102;7;TO
348;Chapada de Areia;1704600;7;TO
349;Colinas do Tocantins;1705508;7;TO
350;Colméia;1716703;7;TO
351;Combinado;1705557;7;TO
352;Conceição do Tocantins;1705607;7;TO
353;Couto Magalhães;1706001;7;TO
354;Cristalândia;1706100;7;TO
355;Crixás do Tocantins;1706258;7;TO
356;Darcinópolis;1706506;7;TO
357;Dianópolis;1707009;7;TO
358;Divinópolis do Tocantins;1707108;7;TO
359;Dois Irmãos do Tocantins;1707207;7;TO
360;Dueré;1707306;7;TO
361;Esperantina;1707405;7;TO
362;Fátima;1707553;7;TO
363;Figueirópolis;1707652;7;TO
364;Filadélfia;1707702;7;TO
365;Formoso do Araguaia;1708205;7;TO
366;Goianorte;1708304;7;TO
367;Goiatins;1709005;7;TO
368;Guaraí;1709302;7;TO
369;Gurupi;1709500;7;TO
370;Ipueiras;1709807;7;TO
371;Itacajá;1710508;7;TO
372;Itaguatins;1710706;7;TO
373;Itapiratins;1710904;7;TO
374;Itaporã do Tocantins;1711100;7;TO
375;Jaú do Tocantins;1711506;7;TO
376;Juarina;1711803;7;TO
377;Lagoa da Confusão;1711902;7;TO
378;Lagoa do Tocantins;1711951;7;TO
379;Lajeado;1712009;7;TO
380;Lavandeira;1712157;7;TO
381;Lizarda;1712405;7;TO
382;Luzinópolis;1712454;7;TO
383;Marianópolis do Tocantins;1712504;7;TO
384;Mateiros;1712702;7;TO
385;Maurilândia do Tocantins;1712801;7;TO
386;Miracema do Tocantins;1713205;7;TO
387;Miranorte;1713304;7;TO
388;Monte do Carmo;1713601;7;TO
389;Monte Santo do Tocantins;1713700;7;TO
390;Muricilândia;1713957;7;TO
391;Natividade;1714203;7;TO
392;Nazaré;1714302;7;TO
393;Nova Olinda;1714880;7;TO
394;Nova Rosalândia;1715002;7;TO
395;Novo Acordo;1715101;7;TO
396;Novo Alegre;1715150;7;TO
397;Novo Jardim;1715259;7;TO
398;Oliveira de Fátima;1715507;7;TO
399;Palmas;1721000;7;TO
400;Palmeirante;1715705;7;TO
401;Palmeiras do Tocantins;1713809;7;TO
402;Palmeirópolis;1715754;7;TO
403;Paraíso do Tocantins;1716109;7;TO
404;Paranã;1716208;7;TO
405;Pau D'Arco;1716307;7;TO
406;Pedro Afonso;1716505;7;TO
407;Peixe;1716604;7;TO
408;Pequizeiro;1716653;7;TO
409;Pindorama do Tocantins;1717008;7;TO
410;Piraquê;1717206;7;TO
411;Pium;1717503;7;TO
412;Ponte Alta do Bom Jesus;1717800;7;TO
413;Ponte Alta do Tocantins;1717909;7;TO
414;Porto Alegre do Tocantins;1718006;7;TO
415;Porto Nacional;1718204;7;TO
416;Praia Norte;1718303;7;TO
417;Presidente Kennedy;1718402;7;TO
418;Pugmil;1718451;7;TO
419;Recursolândia;1718501;7;TO
420;Riachinho;1718550;7;TO
421;Rio da Conceição;1718659;7;TO
422;Rio dos Bois;1718709;7;TO
423;Rio Sono;1718758;7;TO
424;Sampaio;1718808;7;TO
425;Sandolândia;1718840;7;TO
426;Santa Fé do Araguaia;1718865;7;TO
427;Santa Maria do Tocantins;1718881;7;TO
428;Santa Rita do Tocantins;1718899;7;TO
429;Santa Rosa do Tocantins;1718907;7;TO
430;Santa Tereza do Tocantins;1719004;7;TO
431;Santa Terezinha do Tocantins;1720002;7;TO
432;São Bento do Tocantins;1720101;7;TO
433;São Félix do Tocantins;1720150;7;TO
434;São Miguel do Tocantins;1720200;7;TO
435;São Salvador do Tocantins;1720259;7;TO
436;São Sebastião do Tocantins;1720309;7;TO
437;São Valério;1720499;7;TO
438;Silvanópolis;1720655;7;TO
439;Sítio Novo do Tocantins;1720804;7;TO
440;Sucupira;1720853;7;TO
441;Tabocão;1708254;7;TO
442;Taguatinga;1720903;7;TO
443;Taipas do Tocantins;1720937;7;TO
444;Talismã;1720978;7;TO
445;Tocantínia;1721109;7;TO
446;Tocantinópolis;1721208;7;TO
447;Tupirama;1721257;7;TO
448;Tupiratins;1721307;7;TO
449;Wanderlândia;1722081;7;TO
450;Xambioá;1722107;7;TO
451;Açailândia;2100055;8;MA
452;Afonso Cunha;2100105;8;MA
453;Água Doce do Maranhão;2100154;8;MA
454;Alcântara;2100204;8;MA
455;Aldeias Altas;2100303;8;MA
456;Altamira do Maranhão;2100402;8;MA
457;Alto Alegre do Maranhão;2100436;8;MA
458;Alto Alegre do Pindaré;2100477;8;MA
459;Alto Parnaíba;2100501;8;MA
460;Amapá do Maranhão;2100550;8;MA
461;Amarante do Maranhão;2100600;8;MA
462;Anajatuba;2100709;8;MA
463;Anapurus;2100808;8;MA
464;Apicum-Açu;2100832;8;MA
465;Araguanã;2100873;8;MA
466;Araioses;2100907;8;MA
467;Arame;2100956;8;MA
468;Arari;2101004;8;MA
469;Axixá;2101103;8;MA
470;Bacabal;2101202;8;MA
471;Bacabeira;2101251;8;MA
472;Bacuri;2101301;8;MA
473;Bacurituba;2101350;8;MA
474;Balsas;2101400;8;MA
475;Barão de Grajaú;2101509;8;MA
476;Barra do Corda;2101608;8;MA
477;Barreirinhas;2101707;8;MA
478;Bela Vista do Maranhão;2101772;8;MA
479;Belágua;2101731;8;MA
480;Benedito Leite;2101806;8;MA
481;Bequimão;2101905;8;MA
482;Bernardo do Mearim;2101939;8;MA
483;Boa Vista do Gurupi;2101970;8;MA
484;Bom Jardim;2102002;8;MA
485;Bom Jesus das Selvas;2102036;8;MA
486;Bom Lugar;2102077;8;MA
487;Brejo;2102101;8;MA
488;Brejo de Areia;2102150;8;MA
489;Buriti;2102200;8;MA
490;Buriti Bravo;2102309;8;MA
491;Buriticupu;2102325;8;MA
492;Buritirana;2102358;8;MA
493;Cachoeira Grande;2102374;8;MA
494;Cajapió;2102408;8;MA
495;Cajari;2102507;8;MA
496;Campestre do Maranhão;2102556;8;MA
497;Cândido Mendes;2102606;8;MA
498;Cantanhede;2102705;8;MA
499;Capinzal do Norte;2102754;8;MA
500;Carolina;2102804;8;MA
501;Carutapera;2102903;8;MA
502;Caxias;2103000;8;MA
503;Cedral;2103109;8;MA
504;Central do Maranhão;2103125;8;MA
505;Centro do Guilherme;2103158;8;MA
506;Centro Novo do Maranhão;2103174;8;MA
507;Chapadinha;2103208;8;MA
508;Cidelândia;2103257;8;MA
509;Codó;2103307;8;MA
510;Coelho Neto;2103406;8;MA
511;Colinas;2103505;8;MA
512;Conceição do Lago-Açu;2103554;8;MA
513;Coroatá;2103604;8;MA
514;Cururupu;2103703;8;MA
515;Davinópolis;2103752;8;MA
516;Dom Pedro;2103802;8;MA
517;Duque Bacelar;2103901;8;MA
518;Esperantinópolis;2104008;8;MA
519;Estreito;2104057;8;MA
520;Feira Nova do Maranhão;2104073;8;MA
521;Fernando Falcão;2104081;8;MA
522;Formosa da Serra Negra;2104099;8;MA
523;Fortaleza dos Nogueiras;2104107;8;MA
524;Fortuna;2104206;8;MA
525;Godofredo Viana;2104305;8;MA
526;Gonçalves Dias;2104404;8;MA
527;Governador Archer;2104503;8;MA
528;Governador Edison Lobão;2104552;8;MA
529;Governador Eugênio Barros;2104602;8;MA
530;Governador Luiz Rocha;2104628;8;MA
531;Governador Newton Bello;2104651;8;MA
532;Governador Nunes Freire;2104677;8;MA
533;Graça Aranha;2104701;8;MA
534;Grajaú;2104800;8;MA
535;Guimarães;2104909;8;MA
536;Humberto de Campos;2105005;8;MA
537;Icatu;2105104;8;MA
538;Igarapé do Meio;2105153;8;MA
539;Igarapé Grande;2105203;8;MA
540;Imperatriz;2105302;8;MA
541;Itaipava do Grajaú;2105351;8;MA
542;Itapecuru Mirim;2105401;8;MA
543;Itinga do Maranhão;2105427;8;MA
544;Jatobá;2105450;8;MA
545;Jenipapo dos Vieiras;2105476;8;MA
546;João Lisboa;2105500;8;MA
547;Joselândia;2105609;8;MA
548;Junco do Maranhão;2105658;8;MA
549;Lago da Pedra;2105708;8;MA
550;Lago do Junco;2105807;8;MA
551;Lago dos Rodrigues;2105948;8;MA
552;Lago Verde;2105906;8;MA
553;Lagoa do Mato;2105922;8;MA
554;Lagoa Grande do Maranhão;2105963;8;MA
555;Lajeado Novo;2105989;8;MA
556;Lima Campos;2106003;8;MA
557;Loreto;2106102;8;MA
558;Luís Domingues;2106201;8;MA
559;Magalhães de Almeida;2106300;8;MA
560;Maracaçumé;2106326;8;MA
561;Marajá do Sena;2106359;8;MA
562;Maranhãozinho;2106375;8;MA
563;Mata Roma;2106409;8;MA
564;Matinha;2106508;8;MA
565;Matões;2106607;8;MA
566;Matões do Norte;2106631;8;MA
567;Milagres do Maranhão;2106672;8;MA
568;Mirador;2106706;8;MA
569;Miranda do Norte;2106755;8;MA
570;Mirinzal;2106805;8;MA
571;Monção;2106904;8;MA
572;Montes Altos;2107001;8;MA
573;Morros;2107100;8;MA
574;Nina Rodrigues;2107209;8;MA
575;Nova Colinas;2107258;8;MA
576;Nova Iorque;2107308;8;MA
577;Nova Olinda do Maranhão;2107357;8;MA
578;Olho d'Água das Cunhãs;2107407;8;MA
579;Olinda Nova do Maranhão;2107456;8;MA
580;Paço do Lumiar;2107506;8;MA
581;Palmeirândia;2107605;8;MA
582;Paraibano;2107704;8;MA
583;Parnarama;2107803;8;MA
584;Passagem Franca;2107902;8;MA
585;Pastos Bons;2108009;8;MA
586;Paulino Neves;2108058;8;MA
587;Paulo Ramos;2108108;8;MA
588;Pedreiras;2108207;8;MA
589;Pedro do Rosário;2108256;8;MA
590;Penalva;2108306;8;MA
591;Peri Mirim;2108405;8;MA
592;Peritoró;2108454;8;MA
593;Pindaré-Mirim;2108504;8;MA
594;Pinheiro;2108603;8;MA
595;Pio XII;2108702;8;MA
596;Pirapemas;2108801;8;MA
597;Poção de Pedras;2108900;8;MA
598;Porto Franco;2109007;8;MA
599;Porto Rico do Maranhão;2109056;8;MA
600;Presidente Dutra;2109106;8;MA
601;Presidente Juscelino;2109205;8;MA
602;Presidente Médici;2109239;8;MA
603;Presidente Sarney;2109270;8;MA
604;Presidente Vargas;2109304;8;MA
605;Primeira Cruz;2109403;8;MA
606;Raposa;2109452;8;MA
607;Riachão;2109502;8;MA
608;Ribamar Fiquene;2109551;8;MA
609;Rosário;2109601;8;MA
610;Sambaíba;2109700;8;MA
611;Santa Filomena do Maranhão;2109759;8;MA
612;Santa Helena;2109809;8;MA
613;Santa Inês;2109908;8;MA
614;Santa Luzia;2110005;8;MA
615;Santa Luzia do Paruá;2110039;8;MA
616;Santa Quitéria do Maranhão;2110104;8;MA
617;Santa Rita;2110203;8;MA
618;Santana do Maranhão;2110237;8;MA
619;Santo Amaro do Maranhão;2110278;8;MA
620;Santo Antônio dos Lopes;2110302;8;MA
621;São Benedito do Rio Preto;2110401;8;MA
622;São Bento;2110500;8;MA
623;São Bernardo;2110609;8;MA
624;São Domingos do Azeitão;2110658;8;MA
625;São Domingos do Maranhão;2110708;8;MA
626;São Félix de Balsas;2110807;8;MA
627;São Francisco do Brejão;2110856;8;MA
628;São Francisco do Maranhão;2110906;8;MA
629;São João Batista;2111003;8;MA
630;São João do Carú;2111029;8;MA
631;São João do Paraíso;2111052;8;MA
632;São João do Soter;2111078;8;MA
633;São João dos Patos;2111102;8;MA
634;São José de Ribamar;2111201;8;MA
635;São José dos Basílios;2111250;8;MA
636;São Luís;2111300;8;MA
637;São Luís Gonzaga do Maranhão;2111409;8;MA
638;São Mateus do Maranhão;2111508;8;MA
639;São Pedro da Água Branca;2111532;8;MA
640;São Pedro dos Crentes;2111573;8;MA
641;São Raimundo das Mangabeiras;2111607;8;MA
642;São Raimundo do Doca Bezerra;2111631;8;MA
643;São Roberto;2111672;8;MA
644;São Vicente Ferrer;2111706;8;MA
645;Satubinha;2111722;8;MA
646;Senador Alexandre Costa;2111748;8;MA
647;Senador La Rocque;2111763;8;MA
648;Serrano do Maranhão;2111789;8;MA
649;Sítio Novo;2111805;8;MA
650;Sucupira do Norte;2111904;8;MA
651;Sucupira do Riachão;2111953;8;MA
652;Tasso Fragoso;2112001;8;MA
653;Timbiras;2112100;8;MA
654;Timon;2112209;8;MA
655;Trizidela do Vale;2112233;8;MA
656;Tufilândia;2112274;8;MA
657;Tuntum;2112308;8;MA
658;Turiaçu;2112407;8;MA
659;Turilândia;2112456;8;MA
660;Tutóia;2112506;8;MA
661;Urbano Santos;2112605;8;MA
662;Vargem Grande;2112704;8;MA
663;Viana;2112803;8;MA
664;Vila Nova dos Martírios;2112852;8;MA
665;Vitória do Mearim;2112902;8;MA
666;Vitorino Freire;2113009;8;MA
667;Zé Doca;2114007;8;MA
668;Acauã;2200053;9;PI
669;Agricolândia;2200103;9;PI
670;Água Branca;2200202;9;PI
671;Alagoinha do Piauí;2200251;9;PI
672;Alegrete do Piauí;2200277;9;PI
673;Alto Longá;2200301;9;PI
674;Altos;2200400;9;PI
675;Alvorada do Gurguéia;2200459;9;PI
676;Amarante;2200509;9;PI
677;Angical do Piauí;2200608;9;PI
678;Anísio de Abreu;2200707;9;PI
679;Antônio Almeida;2200806;9;PI
680;Aroazes;2200905;9;PI
681;Aroeiras do Itaim;2200954;9;PI
682;Arraial;2201002;9;PI
683;Assunção do Piauí;2201051;9;PI
684;Avelino Lopes;2201101;9;PI
685;Baixa Grande do Ribeiro;2201150;9;PI
686;Barra D'Alcântara;2201176;9;PI
687;Barras;2201200;9;PI
688;Barreiras do Piauí;2201309;9;PI
689;Barro Duro;2201408;9;PI
690;Batalha;2201507;9;PI
691;Bela Vista do Piauí;2201556;9;PI
692;Belém do Piauí;2201572;9;PI
693;Beneditinos;2201606;9;PI
694;Bertolínia;2201705;9;PI
695;Betânia do Piauí;2201739;9;PI
696;Boa Hora;2201770;9;PI
697;Bocaina;2201804;9;PI
698;Bom Jesus;2201903;9;PI
699;Bom Princípio do Piauí;2201919;9;PI
700;Bonfim do Piauí;2201929;9;PI
701;Boqueirão do Piauí;2201945;9;PI
702;Brasileira;2201960;9;PI
703;Brejo do Piauí;2201988;9;PI
704;Buriti dos Lopes;2202000;9;PI
705;Buriti dos Montes;2202026;9;PI
706;Cabeceiras do Piauí;2202059;9;PI
707;Cajazeiras do Piauí;2202075;9;PI
708;Cajueiro da Praia;2202083;9;PI
709;Caldeirão Grande do Piauí;2202091;9;PI
710;Campinas do Piauí;2202109;9;PI
711;Campo Alegre do Fidalgo;2202117;9;PI
712;Campo Grande do Piauí;2202133;9;PI
713;Campo Largo do Piauí;2202174;9;PI
714;Campo Maior;2202208;9;PI
715;Canavieira;2202251;9;PI
716;Canto do Buriti;2202307;9;PI
717;Capitão de Campos;2202406;9;PI
718;Capitão Gervásio Oliveira;2202455;9;PI
719;Caracol;2202505;9;PI
720;Caraúbas do Piauí;2202539;9;PI
721;Caridade do Piauí;2202554;9;PI
722;Castelo do Piauí;2202604;9;PI
723;Caxingó;2202653;9;PI
